# file...... ../results/ochre_load_5.csv
2025-01-03 21:53:00 PST,+0+0j
2025-01-03 21:54:00 PST,+0+0j
2025-01-03 21:55:00 PST,+0+0j
2025-01-03 21:56:00 PST,+0+0j
2025-01-03 21:57:00 PST,+0+0j
2025-01-03 21:58:00 PST,+0+0j
2025-01-03 21:59:00 PST,+0+0j
2025-01-03 22:00:00 PST,+0+0j
2025-01-03 22:01:00 PST,+0+0j
2025-01-03 22:02:00 PST,+0+0j
2025-01-03 22:03:00 PST,+0+0j
2025-01-03 22:04:00 PST,+0+0j
2025-01-03 22:05:00 PST,+0+0j
2025-01-03 22:06:00 PST,+0+0j
2025-01-03 22:07:00 PST,+0+0j
2025-01-03 22:08:00 PST,+0+0j
2025-01-03 22:09:00 PST,+0+0j
2025-01-03 22:10:00 PST,+0+0j
2025-01-03 22:11:00 PST,+0+0j
2025-01-03 22:12:00 PST,+0+0j
2025-01-03 22:13:00 PST,+0+0j
2025-01-03 22:14:00 PST,+0+0j
2025-01-03 22:15:00 PST,+0+0j
2025-01-03 22:16:00 PST,+0+0j
2025-01-03 22:17:00 PST,+0+0j
2025-01-03 22:18:00 PST,+0+0j
2025-01-03 22:19:00 PST,+0+0j
2025-01-03 22:20:00 PST,+0+0j
2025-01-03 22:21:00 PST,+0+0j
2025-01-03 22:22:00 PST,+0+0j
2025-01-03 22:23:00 PST,+0+0j
2025-01-03 22:24:00 PST,+0+0j
2025-01-03 22:25:00 PST,+0+0j
2025-01-03 22:26:00 PST,+0+0j
2025-01-03 22:27:00 PST,+0+0j
2025-01-03 22:28:00 PST,+0+0j
2025-01-03 22:29:00 PST,+0+0j
2025-01-03 22:30:00 PST,+0+0j
2025-01-03 22:31:00 PST,+0+0j
2025-01-03 22:32:00 PST,+0+0j
2025-01-03 22:33:00 PST,+0+0j
2025-01-03 22:34:00 PST,+0+0j
2025-01-03 22:35:00 PST,+0+0j
2025-01-03 22:36:00 PST,+0+0j
2025-01-03 22:37:00 PST,+0+0j
2025-01-03 22:38:00 PST,+0+0j
2025-01-03 22:39:00 PST,+0+0j
2025-01-03 22:40:00 PST,+0+0j
2025-01-03 22:41:00 PST,+0+0j
2025-01-03 22:42:00 PST,+0+0j
2025-01-03 22:43:00 PST,+0+0j
2025-01-03 22:44:00 PST,+0+0j
2025-01-03 22:45:00 PST,+0+0j
2025-01-03 22:46:00 PST,+0+0j
2025-01-03 22:47:00 PST,+0+0j
2025-01-03 22:48:00 PST,+0+0j
2025-01-03 22:49:00 PST,+0+0j
2025-01-03 22:50:00 PST,+0+0j
2025-01-03 22:51:00 PST,+0+0j
2025-01-03 22:52:00 PST,+0+0j
2025-01-03 22:53:00 PST,+0+0j
2025-01-03 22:54:00 PST,+0+0j
2025-01-03 22:55:00 PST,+0+0j
2025-01-03 22:56:00 PST,+0+0j
2025-01-03 22:57:00 PST,+0+0j
2025-01-03 22:58:00 PST,+0+0j
2025-01-03 22:59:00 PST,+0+0j
2025-01-03 23:00:00 PST,+0+0j
2025-01-03 23:01:00 PST,+0+0j
2025-01-03 23:02:00 PST,+0+0j
2025-01-03 23:03:00 PST,+0+0j
2025-01-03 23:04:00 PST,+0+0j
2025-01-03 23:05:00 PST,+0+0j
2025-01-03 23:06:00 PST,+0+0j
2025-01-03 23:07:00 PST,+0+0j
2025-01-03 23:08:00 PST,+0+0j
2025-01-03 23:09:00 PST,+0+0j
2025-01-03 23:10:00 PST,+0+0j
2025-01-03 23:11:00 PST,+0+0j
2025-01-03 23:12:00 PST,+0+0j
2025-01-03 23:13:00 PST,+0+0j
2025-01-03 23:14:00 PST,+0+0j
2025-01-03 23:15:00 PST,+0+0j
2025-01-03 23:16:00 PST,+0+0j
2025-01-03 23:17:00 PST,+0+0j
2025-01-03 23:18:00 PST,+0+0j
2025-01-03 23:19:00 PST,+0+0j
2025-01-03 23:20:00 PST,+0+0j
2025-01-03 23:21:00 PST,+0+0j
2025-01-03 23:22:00 PST,+0+0j
2025-01-03 23:23:00 PST,+0+0j
2025-01-03 23:24:00 PST,+0+0j
2025-01-03 23:25:00 PST,+0+0j
2025-01-03 23:26:00 PST,+0+0j
2025-01-03 23:27:00 PST,+0+0j
2025-01-03 23:28:00 PST,+0+0j
2025-01-03 23:29:00 PST,+0+0j
2025-01-03 23:30:00 PST,+0+0j
2025-01-03 23:31:00 PST,+0+0j
2025-01-03 23:32:00 PST,+0+0j
2025-01-03 23:33:00 PST,+0+0j
2025-01-03 23:34:00 PST,+0+0j
2025-01-03 23:35:00 PST,+0+0j
2025-01-03 23:36:00 PST,+0+0j
2025-01-03 23:37:00 PST,+0+0j
2025-01-03 23:38:00 PST,+0+0j
2025-01-03 23:39:00 PST,+0+0j
2025-01-03 23:40:00 PST,+0+0j
2025-01-03 23:41:00 PST,+0+0j
2025-01-03 23:42:00 PST,+0+0j
2025-01-03 23:43:00 PST,+0+0j
2025-01-03 23:44:00 PST,+0+0j
2025-01-03 23:45:00 PST,+0+0j
2025-01-03 23:46:00 PST,+0+0j
2025-01-03 23:47:00 PST,+0+0j
2025-01-03 23:48:00 PST,+0+0j
2025-01-03 23:49:00 PST,+0+0j
2025-01-03 23:50:00 PST,+0+0j
2025-01-03 23:51:00 PST,+0+0j
2025-01-03 23:52:00 PST,+0+0j
2025-01-03 23:53:00 PST,+0+0j
2025-01-03 23:54:00 PST,+0+0j
2025-01-03 23:55:00 PST,+0+0j
2025-01-03 23:56:00 PST,+0+0j
2025-01-03 23:57:00 PST,+0+0j
2025-01-03 23:58:00 PST,+0+0j
2025-01-03 23:59:00 PST,+0+0j
2025-01-04 00:00:00 PST,+0+0j
2025-01-04 00:01:00 PST,+0+0j
2025-01-04 00:02:00 PST,+0+0j
2025-01-04 00:03:00 PST,+0+0j
2025-01-04 00:04:00 PST,+0+0j
2025-01-04 00:05:00 PST,+0+0j
2025-01-04 00:06:00 PST,+0+0j
2025-01-04 00:07:00 PST,+0+0j
2025-01-04 00:08:00 PST,+0+0j
2025-01-04 00:09:00 PST,+0+0j
2025-01-04 00:10:00 PST,+0+0j
2025-01-04 00:11:00 PST,+0+0j
2025-01-04 00:12:00 PST,+0+0j
2025-01-04 00:13:00 PST,+0+0j
2025-01-04 00:14:00 PST,+0+0j
2025-01-04 00:15:00 PST,+0+0j
2025-01-04 00:16:00 PST,+0+0j
2025-01-04 00:17:00 PST,+0+0j
2025-01-04 00:18:00 PST,+0+0j
2025-01-04 00:19:00 PST,+0+0j
2025-01-04 00:20:00 PST,+0+0j
2025-01-04 00:21:00 PST,+0+0j
2025-01-04 00:22:00 PST,+0+0j
2025-01-04 00:23:00 PST,+0+0j
2025-01-04 00:24:00 PST,+0+0j
2025-01-04 00:25:00 PST,+0+0j
2025-01-04 00:26:00 PST,+0+0j
2025-01-04 00:27:00 PST,+0+0j
2025-01-04 00:28:00 PST,+0+0j
2025-01-04 00:29:00 PST,+0+0j
2025-01-04 00:30:00 PST,+0+0j
2025-01-04 00:31:00 PST,+0+0j
2025-01-04 00:32:00 PST,+0+0j
2025-01-04 00:33:00 PST,+0+0j
2025-01-04 00:34:00 PST,+0+0j
2025-01-04 00:35:00 PST,+0+0j
2025-01-04 00:36:00 PST,+0+0j
2025-01-04 00:37:00 PST,+0+0j
2025-01-04 00:38:00 PST,+0+0j
2025-01-04 00:39:00 PST,+0+0j
2025-01-04 00:40:00 PST,+0+0j
2025-01-04 00:41:00 PST,+0+0j
2025-01-04 00:42:00 PST,+0+0j
2025-01-04 00:43:00 PST,+0+0j
2025-01-04 00:44:00 PST,+0+0j
2025-01-04 00:45:00 PST,+0+0j
2025-01-04 00:46:00 PST,+0+0j
2025-01-04 00:47:00 PST,+0+0j
2025-01-04 00:48:00 PST,+0+0j
2025-01-04 00:49:00 PST,+0+0j
2025-01-04 00:50:00 PST,+0+0j
2025-01-04 00:51:00 PST,+0+0j
2025-01-04 00:52:00 PST,+0+0j
2025-01-04 00:53:00 PST,+0+0j
2025-01-04 00:54:00 PST,+0+0j
2025-01-04 00:55:00 PST,+0+0j
2025-01-04 00:56:00 PST,+0+0j
2025-01-04 00:57:00 PST,+0+0j
2025-01-04 00:58:00 PST,+0+0j
2025-01-04 00:59:00 PST,+0+0j
2025-01-04 01:00:00 PST,+0+0j
2025-01-04 01:01:00 PST,+0+0j
2025-01-04 01:02:00 PST,+0+0j
2025-01-04 01:03:00 PST,+0+0j
2025-01-04 01:04:00 PST,+0+0j
2025-01-04 01:05:00 PST,+0+0j
2025-01-04 01:06:00 PST,+0+0j
2025-01-04 01:07:00 PST,+0+0j
2025-01-04 01:08:00 PST,+0+0j
2025-01-04 01:09:00 PST,+0+0j
2025-01-04 01:10:00 PST,+0+0j
2025-01-04 01:11:00 PST,+0+0j
2025-01-04 01:12:00 PST,+0+0j
2025-01-04 01:13:00 PST,+0+0j
2025-01-04 01:14:00 PST,+0+0j
2025-01-04 01:15:00 PST,+0+0j
2025-01-04 01:16:00 PST,+0+0j
2025-01-04 01:17:00 PST,+0+0j
2025-01-04 01:18:00 PST,+0+0j
2025-01-04 01:19:00 PST,+0+0j
2025-01-04 01:20:00 PST,+0+0j
2025-01-04 01:21:00 PST,+0+0j
2025-01-04 01:22:00 PST,+0+0j
2025-01-04 01:23:00 PST,+0+0j
2025-01-04 01:24:00 PST,+0+0j
2025-01-04 01:25:00 PST,+0+0j
2025-01-04 01:26:00 PST,+0+0j
2025-01-04 01:27:00 PST,+0+0j
2025-01-04 01:28:00 PST,+0+0j
2025-01-04 01:29:00 PST,+0+0j
2025-01-04 01:30:00 PST,+0+0j
2025-01-04 01:31:00 PST,+0+0j
2025-01-04 01:32:00 PST,+0+0j
2025-01-04 01:33:00 PST,+0+0j
2025-01-04 01:34:00 PST,+0+0j
2025-01-04 01:35:00 PST,+0+0j
2025-01-04 01:36:00 PST,+0+0j
2025-01-04 01:37:00 PST,+0+0j
2025-01-04 01:38:00 PST,+0+0j
2025-01-04 01:39:00 PST,+0+0j
2025-01-04 01:40:00 PST,+0+0j
2025-01-04 01:41:00 PST,+0+0j
2025-01-04 01:42:00 PST,+0+0j
2025-01-04 01:43:00 PST,+0+0j
2025-01-04 01:44:00 PST,+0+0j
2025-01-04 01:45:00 PST,+0+0j
2025-01-04 01:46:00 PST,+0+0j
2025-01-04 01:47:00 PST,+0+0j
2025-01-04 01:48:00 PST,+0+0j
2025-01-04 01:49:00 PST,+0+0j
2025-01-04 01:50:00 PST,+0+0j
2025-01-04 01:51:00 PST,+0+0j
2025-01-04 01:52:00 PST,+0+0j
2025-01-04 01:53:00 PST,+0+0j
2025-01-04 01:54:00 PST,+0+0j
2025-01-04 01:55:00 PST,+0+0j
2025-01-04 01:56:00 PST,+0+0j
2025-01-04 01:57:00 PST,+0+0j
2025-01-04 01:58:00 PST,+0+0j
2025-01-04 01:59:00 PST,+0+0j
2025-01-04 02:00:00 PST,+0+0j
2025-01-04 02:01:00 PST,+0+0j
2025-01-04 02:02:00 PST,+0+0j
2025-01-04 02:03:00 PST,+0+0j
2025-01-04 02:04:00 PST,+0+0j
2025-01-04 02:05:00 PST,+0+0j
2025-01-04 02:06:00 PST,+0+0j
2025-01-04 02:07:00 PST,+0+0j
2025-01-04 02:08:00 PST,+0+0j
2025-01-04 02:09:00 PST,+0+0j
2025-01-04 02:10:00 PST,+0+0j
2025-01-04 02:11:00 PST,+0+0j
2025-01-04 02:12:00 PST,+0+0j
2025-01-04 02:13:00 PST,+0+0j
2025-01-04 02:14:00 PST,+0+0j
2025-01-04 02:15:00 PST,+0+0j
2025-01-04 02:16:00 PST,+0+0j
2025-01-04 02:17:00 PST,+0+0j
2025-01-04 02:18:00 PST,+0+0j
2025-01-04 02:19:00 PST,+0+0j
2025-01-04 02:20:00 PST,+0+0j
2025-01-04 02:21:00 PST,+0+0j
2025-01-04 02:22:00 PST,+0+0j
2025-01-04 02:23:00 PST,+0+0j
2025-01-04 02:24:00 PST,+0+0j
2025-01-04 02:25:00 PST,+0+0j
2025-01-04 02:26:00 PST,+0+0j
2025-01-04 02:27:00 PST,+0+0j
2025-01-04 02:28:00 PST,+0+0j
2025-01-04 02:29:00 PST,+0+0j
2025-01-04 02:30:00 PST,+0+0j
2025-01-04 02:31:00 PST,+0+0j
2025-01-04 02:32:00 PST,+0+0j
2025-01-04 02:33:00 PST,+0+0j
2025-01-04 02:34:00 PST,+0+0j
2025-01-04 02:35:00 PST,+0+0j
2025-01-04 02:36:00 PST,+0+0j
2025-01-04 02:37:00 PST,+0+0j
2025-01-04 02:38:00 PST,+0+0j
2025-01-04 02:39:00 PST,+0+0j
2025-01-04 02:40:00 PST,+0+0j
2025-01-04 02:41:00 PST,+0+0j
2025-01-04 02:42:00 PST,+0+0j
2025-01-04 02:43:00 PST,+0+0j
2025-01-04 02:44:00 PST,+0+0j
2025-01-04 02:45:00 PST,+0+0j
2025-01-04 02:46:00 PST,+0+0j
2025-01-04 02:47:00 PST,+0+0j
2025-01-04 02:48:00 PST,+0+0j
2025-01-04 02:49:00 PST,+0+0j
2025-01-04 02:50:00 PST,+0+0j
2025-01-04 02:51:00 PST,+0+0j
2025-01-04 02:52:00 PST,+0+0j
2025-01-04 02:53:00 PST,+0+0j
2025-01-04 02:54:00 PST,+0+0j
2025-01-04 02:55:00 PST,+0+0j
2025-01-04 02:56:00 PST,+0+0j
2025-01-04 02:57:00 PST,+0+0j
2025-01-04 02:58:00 PST,+0+0j
2025-01-04 02:59:00 PST,+0+0j
2025-01-04 03:00:00 PST,+0+0j
2025-01-04 03:01:00 PST,+0+0j
2025-01-04 03:02:00 PST,+0+0j
2025-01-04 03:03:00 PST,+0+0j
2025-01-04 03:04:00 PST,+0+0j
2025-01-04 03:05:00 PST,+0+0j
2025-01-04 03:06:00 PST,+0+0j
2025-01-04 03:07:00 PST,+0+0j
2025-01-04 03:08:00 PST,+0+0j
2025-01-04 03:09:00 PST,+0+0j
2025-01-04 03:10:00 PST,+0+0j
2025-01-04 03:11:00 PST,+0+0j
2025-01-04 03:12:00 PST,+0+0j
2025-01-04 03:13:00 PST,+0+0j
2025-01-04 03:14:00 PST,+0+0j
2025-01-04 03:15:00 PST,+0+0j
2025-01-04 03:16:00 PST,+0+0j
2025-01-04 03:17:00 PST,+0+0j
2025-01-04 03:18:00 PST,+0+0j
2025-01-04 03:19:00 PST,+0+0j
2025-01-04 03:20:00 PST,+0+0j
2025-01-04 03:21:00 PST,+0+0j
2025-01-04 03:22:00 PST,+0+0j
2025-01-04 03:23:00 PST,+0+0j
2025-01-04 03:24:00 PST,+0+0j
2025-01-04 03:25:00 PST,+0+0j
2025-01-04 03:26:00 PST,+0+0j
2025-01-04 03:27:00 PST,+0+0j
2025-01-04 03:28:00 PST,+0+0j
2025-01-04 03:29:00 PST,+0+0j
2025-01-04 03:30:00 PST,+0+0j
2025-01-04 03:31:00 PST,+0+0j
2025-01-04 03:32:00 PST,+0+0j
2025-01-04 03:33:00 PST,+0+0j
2025-01-04 03:34:00 PST,+0+0j
2025-01-04 03:35:00 PST,+0+0j
2025-01-04 03:36:00 PST,+0+0j
2025-01-04 03:37:00 PST,+0+0j
2025-01-04 03:38:00 PST,+0+0j
2025-01-04 03:39:00 PST,+0+0j
2025-01-04 03:40:00 PST,+0+0j
2025-01-04 03:41:00 PST,+0+0j
2025-01-04 03:42:00 PST,+0+0j
2025-01-04 03:43:00 PST,+0+0j
2025-01-04 03:44:00 PST,+0+0j
2025-01-04 03:45:00 PST,+0+0j
2025-01-04 03:46:00 PST,+0+0j
2025-01-04 03:47:00 PST,+0+0j
2025-01-04 03:48:00 PST,+0+0j
2025-01-04 03:49:00 PST,+0+0j
2025-01-04 03:50:00 PST,+0+0j
2025-01-04 03:51:00 PST,+0+0j
2025-01-04 03:52:00 PST,+0+0j
2025-01-04 03:53:00 PST,+0+0j
2025-01-04 03:54:00 PST,+0+0j
2025-01-04 03:55:00 PST,+0+0j
2025-01-04 03:56:00 PST,+0+0j
2025-01-04 03:57:00 PST,+0+0j
2025-01-04 03:58:00 PST,+0+0j
2025-01-04 03:59:00 PST,+0+0j
2025-01-04 04:00:00 PST,+0+0j
2025-01-04 04:01:00 PST,+0+0j
2025-01-04 04:02:00 PST,+0+0j
2025-01-04 04:03:00 PST,+0+0j
2025-01-04 04:04:00 PST,+0+0j
2025-01-04 04:05:00 PST,+0+0j
2025-01-04 04:06:00 PST,+0+0j
2025-01-04 04:07:00 PST,+0+0j
2025-01-04 04:08:00 PST,+0+0j
2025-01-04 04:09:00 PST,+0+0j
2025-01-04 04:10:00 PST,+0+0j
2025-01-04 04:11:00 PST,+0+0j
2025-01-04 04:12:00 PST,+0+0j
2025-01-04 04:13:00 PST,+0+0j
2025-01-04 04:14:00 PST,+0+0j
2025-01-04 04:15:00 PST,+0+0j
2025-01-04 04:16:00 PST,+0+0j
2025-01-04 04:17:00 PST,+0+0j
2025-01-04 04:18:00 PST,+0+0j
2025-01-04 04:19:00 PST,+0+0j
2025-01-04 04:20:00 PST,+0+0j
2025-01-04 04:21:00 PST,+0+0j
2025-01-04 04:22:00 PST,+0+0j
2025-01-04 04:23:00 PST,+0+0j
2025-01-04 04:24:00 PST,+0+0j
2025-01-04 04:25:00 PST,+0+0j
2025-01-04 04:26:00 PST,+0+0j
2025-01-04 04:27:00 PST,+0+0j
2025-01-04 04:28:00 PST,+0+0j
2025-01-04 04:29:00 PST,+0+0j
2025-01-04 04:30:00 PST,+0+0j
2025-01-04 04:31:00 PST,+0+0j
2025-01-04 04:32:00 PST,+0+0j
2025-01-04 04:33:00 PST,+0+0j
2025-01-04 04:34:00 PST,+0+0j
2025-01-04 04:35:00 PST,+0+0j
2025-01-04 04:36:00 PST,+0+0j
2025-01-04 04:37:00 PST,+0+0j
2025-01-04 04:38:00 PST,+0+0j
2025-01-04 04:39:00 PST,+0+0j
2025-01-04 04:40:00 PST,+0+0j
2025-01-04 04:41:00 PST,+0+0j
2025-01-04 04:42:00 PST,+0+0j
2025-01-04 04:43:00 PST,+0+0j
2025-01-04 04:44:00 PST,+0+0j
2025-01-04 04:45:00 PST,+0+0j
2025-01-04 04:46:00 PST,+0+0j
2025-01-04 04:47:00 PST,+0+0j
2025-01-04 04:48:00 PST,+0+0j
2025-01-04 04:49:00 PST,+0+0j
2025-01-04 04:50:00 PST,+0+0j
2025-01-04 04:51:00 PST,+0+0j
2025-01-04 04:52:00 PST,+0+0j
2025-01-04 04:53:00 PST,+0+0j
2025-01-04 04:54:00 PST,+0+0j
2025-01-04 04:55:00 PST,+0+0j
2025-01-04 04:56:00 PST,+0+0j
2025-01-04 04:57:00 PST,+0+0j
2025-01-04 04:58:00 PST,+0+0j
2025-01-04 04:59:00 PST,+0+0j
2025-01-04 05:00:00 PST,+0+0j
2025-01-04 05:01:00 PST,+0+0j
2025-01-04 05:02:00 PST,+0+0j
2025-01-04 05:03:00 PST,+0+0j
2025-01-04 05:04:00 PST,+0+0j
2025-01-04 05:05:00 PST,+0+0j
2025-01-04 05:06:00 PST,+0+0j
2025-01-04 05:07:00 PST,+0+0j
2025-01-04 05:08:00 PST,+0+0j
2025-01-04 05:09:00 PST,+0+0j
2025-01-04 05:10:00 PST,+0+0j
2025-01-04 05:11:00 PST,+0+0j
2025-01-04 05:12:00 PST,+0+0j
2025-01-04 05:13:00 PST,+0+0j
2025-01-04 05:14:00 PST,+0+0j
2025-01-04 05:15:00 PST,+0+0j
2025-01-04 05:16:00 PST,+0+0j
2025-01-04 05:17:00 PST,+0+0j
2025-01-04 05:18:00 PST,+0+0j
2025-01-04 05:19:00 PST,+0+0j
2025-01-04 05:20:00 PST,+0+0j
2025-01-04 05:21:00 PST,+0+0j
2025-01-04 05:22:00 PST,+0+0j
2025-01-04 05:23:00 PST,+0+0j
2025-01-04 05:24:00 PST,+0+0j
2025-01-04 05:25:00 PST,+0+0j
2025-01-04 05:26:00 PST,+0+0j
2025-01-04 05:27:00 PST,+0+0j
2025-01-04 05:28:00 PST,+0+0j
2025-01-04 05:29:00 PST,+0+0j
2025-01-04 05:30:00 PST,+0+0j
2025-01-04 05:31:00 PST,+0+0j
2025-01-04 05:32:00 PST,+0+0j
2025-01-04 05:33:00 PST,+0+0j
2025-01-04 05:34:00 PST,+0+0j
2025-01-04 05:35:00 PST,+0+0j
2025-01-04 05:36:00 PST,+0+0j
2025-01-04 05:37:00 PST,+0+0j
2025-01-04 05:38:00 PST,+0+0j
2025-01-04 05:39:00 PST,+0+0j
2025-01-04 05:40:00 PST,+0+0j
2025-01-04 05:41:00 PST,+0+0j
2025-01-04 05:42:00 PST,+0+0j
2025-01-04 05:43:00 PST,+0+0j
2025-01-04 05:44:00 PST,+0+0j
2025-01-04 05:45:00 PST,+0+0j
2025-01-04 05:46:00 PST,+0+0j
2025-01-04 05:47:00 PST,+0+0j
2025-01-04 05:48:00 PST,+0+0j
2025-01-04 05:49:00 PST,+0+0j
2025-01-04 05:50:00 PST,+0+0j
2025-01-04 05:51:00 PST,+0+0j
2025-01-04 05:52:00 PST,+0+0j
2025-01-04 05:53:00 PST,+0+0j
2025-01-04 05:54:00 PST,+0+0j
2025-01-04 05:55:00 PST,+0+0j
2025-01-04 05:56:00 PST,+0+0j
2025-01-04 05:57:00 PST,+0+0j
2025-01-04 05:58:00 PST,+0+0j
2025-01-04 05:59:00 PST,+0+0j
2025-01-04 06:00:00 PST,+0+0j
2025-01-04 06:01:00 PST,+0+0j
2025-01-04 06:02:00 PST,+0+0j
2025-01-04 06:03:00 PST,+0+0j
2025-01-04 06:04:00 PST,+0+0j
2025-01-04 06:05:00 PST,+0+0j
2025-01-04 06:06:00 PST,+0+0j
2025-01-04 06:07:00 PST,+0+0j
2025-01-04 06:08:00 PST,+0+0j
2025-01-04 06:09:00 PST,+0+0j
2025-01-04 06:10:00 PST,+0+0j
2025-01-04 06:11:00 PST,+0+0j
2025-01-04 06:12:00 PST,+0+0j
2025-01-04 06:13:00 PST,+0+0j
2025-01-04 06:14:00 PST,+0+0j
2025-01-04 06:15:00 PST,+0+0j
2025-01-04 06:16:00 PST,+0+0j
2025-01-04 06:17:00 PST,+0+0j
2025-01-04 06:18:00 PST,+0+0j
2025-01-04 06:19:00 PST,+0+0j
2025-01-04 06:20:00 PST,+0+0j
2025-01-04 06:21:00 PST,+0+0j
2025-01-04 06:22:00 PST,+0+0j
2025-01-04 06:23:00 PST,+0+0j
2025-01-04 06:24:00 PST,+0+0j
2025-01-04 06:25:00 PST,+0+0j
2025-01-04 06:26:00 PST,+0+0j
2025-01-04 06:27:00 PST,+0+0j
2025-01-04 06:28:00 PST,+0+0j
2025-01-04 06:29:00 PST,+0+0j
2025-01-04 06:30:00 PST,+0+0j
2025-01-04 06:31:00 PST,+0+0j
2025-01-04 06:32:00 PST,+0+0j
2025-01-04 06:33:00 PST,+0+0j
2025-01-04 06:34:00 PST,+0+0j
2025-01-04 06:35:00 PST,+0+0j
2025-01-04 06:36:00 PST,+0+0j
2025-01-04 06:37:00 PST,+0+0j
2025-01-04 06:38:00 PST,+0+0j
2025-01-04 06:39:00 PST,+0+0j
2025-01-04 06:40:00 PST,+0+0j
2025-01-04 06:41:00 PST,+5500.07+0j
2025-01-04 06:42:00 PST,+5500.07+0j
2025-01-04 06:43:00 PST,+5500.07+0j
2025-01-04 06:44:00 PST,+5500.07+0j
2025-01-04 06:45:00 PST,+5500.07+0j
2025-01-04 06:46:00 PST,+5500.07+0j
2025-01-04 06:47:00 PST,+5500.07+0j
2025-01-04 06:48:00 PST,+5500.07+0j
2025-01-04 06:49:00 PST,+5500.07+0j
2025-01-04 06:50:00 PST,+5500.07+0j
2025-01-04 06:51:00 PST,+0+0j
2025-01-04 06:52:00 PST,+0+0j
2025-01-04 06:53:00 PST,+0+0j
2025-01-04 06:54:00 PST,+0+0j
2025-01-04 06:55:00 PST,+0+0j
2025-01-04 06:56:00 PST,+0+0j
2025-01-04 06:57:00 PST,+0+0j
2025-01-04 06:58:00 PST,+0+0j
2025-01-04 06:59:00 PST,+0+0j
2025-01-04 07:00:00 PST,+0+0j
2025-01-04 07:01:00 PST,+0+0j
2025-01-04 07:02:00 PST,+0+0j
2025-01-04 07:03:00 PST,+0+0j
2025-01-04 07:04:00 PST,+0+0j
2025-01-04 07:05:00 PST,+0+0j
2025-01-04 07:06:00 PST,+0+0j
2025-01-04 07:07:00 PST,+0+0j
2025-01-04 07:08:00 PST,+0+0j
2025-01-04 07:09:00 PST,+0+0j
2025-01-04 07:10:00 PST,+0+0j
2025-01-04 07:11:00 PST,+0+0j
2025-01-04 07:12:00 PST,+0+0j
2025-01-04 07:13:00 PST,+0+0j
2025-01-04 07:14:00 PST,+0+0j
2025-01-04 07:15:00 PST,+0+0j
2025-01-04 07:16:00 PST,+0+0j
2025-01-04 07:17:00 PST,+0+0j
2025-01-04 07:18:00 PST,+0+0j
2025-01-04 07:19:00 PST,+0+0j
2025-01-04 07:20:00 PST,+0+0j
2025-01-04 07:21:00 PST,+0+0j
2025-01-04 07:22:00 PST,+0+0j
2025-01-04 07:23:00 PST,+0+0j
2025-01-04 07:24:00 PST,+0+0j
2025-01-04 07:25:00 PST,+0+0j
2025-01-04 07:26:00 PST,+0+0j
2025-01-04 07:27:00 PST,+0+0j
2025-01-04 07:28:00 PST,+0+0j
2025-01-04 07:29:00 PST,+0+0j
2025-01-04 07:30:00 PST,+0+0j
2025-01-04 07:31:00 PST,+0+0j
2025-01-04 07:32:00 PST,+0+0j
2025-01-04 07:33:00 PST,+0+0j
2025-01-04 07:34:00 PST,+0+0j
2025-01-04 07:35:00 PST,+0+0j
2025-01-04 07:36:00 PST,+0+0j
2025-01-04 07:37:00 PST,+0+0j
2025-01-04 07:38:00 PST,+0+0j
2025-01-04 07:39:00 PST,+0+0j
2025-01-04 07:40:00 PST,+0+0j
2025-01-04 07:41:00 PST,+0+0j
2025-01-04 07:42:00 PST,+0+0j
2025-01-04 07:43:00 PST,+0+0j
2025-01-04 07:44:00 PST,+0+0j
2025-01-04 07:45:00 PST,+0+0j
2025-01-04 07:46:00 PST,+0+0j
2025-01-04 07:47:00 PST,+0+0j
2025-01-04 07:48:00 PST,+0+0j
2025-01-04 07:49:00 PST,+0+0j
2025-01-04 07:50:00 PST,+0+0j
2025-01-04 07:51:00 PST,+0+0j
2025-01-04 07:52:00 PST,+0+0j
2025-01-04 07:53:00 PST,+0+0j
2025-01-04 07:54:00 PST,+0+0j
