# file...... ../results/ochre_load_5.csv
2025-01-04 17:55:00 PST,+0+0j
2025-01-04 17:56:00 PST,+0+0j
2025-01-04 17:57:00 PST,+0+0j
2025-01-04 17:58:00 PST,+0+0j
2025-01-04 17:59:00 PST,+0+0j
2025-01-04 18:00:00 PST,+0+0j
2025-01-04 18:01:00 PST,+0+0j
2025-01-04 18:02:00 PST,+0+0j
2025-01-04 18:03:00 PST,+0+0j
2025-01-04 18:04:00 PST,+0+0j
2025-01-04 18:05:00 PST,+0+0j
2025-01-04 18:06:00 PST,+0+0j
2025-01-04 18:07:00 PST,+0+0j
2025-01-04 18:08:00 PST,+0+0j
2025-01-04 18:09:00 PST,+0+0j
2025-01-04 18:10:00 PST,+0+0j
2025-01-04 18:11:00 PST,+0+0j
2025-01-04 18:12:00 PST,+0+0j
2025-01-04 18:13:00 PST,+0+0j
2025-01-04 18:14:00 PST,+0+0j
2025-01-04 18:15:00 PST,+0+0j
2025-01-04 18:16:00 PST,+0+0j
2025-01-04 18:17:00 PST,+0+0j
2025-01-04 18:18:00 PST,+0+0j
2025-01-04 18:19:00 PST,+0+0j
2025-01-04 18:20:00 PST,+0+0j
2025-01-04 18:21:00 PST,+0+0j
2025-01-04 18:22:00 PST,+0+0j
2025-01-04 18:23:00 PST,+0+0j
2025-01-04 18:24:00 PST,+0+0j
2025-01-04 18:25:00 PST,+0+0j
2025-01-04 18:26:00 PST,+0+0j
2025-01-04 18:27:00 PST,+0+0j
2025-01-04 18:28:00 PST,+0+0j
2025-01-04 18:29:00 PST,+0+0j
2025-01-04 18:30:00 PST,+0+0j
2025-01-04 18:31:00 PST,+0+0j
2025-01-04 18:32:00 PST,+0+0j
2025-01-04 18:33:00 PST,+0+0j
2025-01-04 18:34:00 PST,+0+0j
2025-01-04 18:35:00 PST,+0+0j
2025-01-04 18:36:00 PST,+0+0j
2025-01-04 18:37:00 PST,+0+0j
2025-01-04 18:38:00 PST,+0+0j
2025-01-04 18:39:00 PST,+0+0j
2025-01-04 18:40:00 PST,+0+0j
2025-01-04 18:41:00 PST,+0+0j
2025-01-04 18:42:00 PST,+0+0j
2025-01-04 18:43:00 PST,+0+0j
2025-01-04 18:44:00 PST,+0+0j
2025-01-04 18:45:00 PST,+0+0j
2025-01-04 18:46:00 PST,+0+0j
2025-01-04 18:47:00 PST,+0+0j
2025-01-04 18:48:00 PST,+0+0j
2025-01-04 18:49:00 PST,+0+0j
2025-01-04 18:50:00 PST,+0+0j
2025-01-04 18:51:00 PST,+0+0j
2025-01-04 18:52:00 PST,+0+0j
2025-01-04 18:53:00 PST,+0+0j
2025-01-04 18:54:00 PST,+0+0j
2025-01-04 18:55:00 PST,+0+0j
2025-01-04 18:56:00 PST,+0+0j
2025-01-04 18:57:00 PST,+0+0j
2025-01-04 18:58:00 PST,+0+0j
2025-01-04 18:59:00 PST,+0+0j
2025-01-04 19:00:00 PST,+0+0j
2025-01-04 19:01:00 PST,+0+0j
2025-01-04 19:02:00 PST,+0+0j
2025-01-04 19:03:00 PST,+0+0j
2025-01-04 19:04:00 PST,+0+0j
2025-01-04 19:05:00 PST,+0+0j
2025-01-04 19:06:00 PST,+0+0j
2025-01-04 19:07:00 PST,+0+0j
2025-01-04 19:08:00 PST,+0+0j
2025-01-04 19:09:00 PST,+0+0j
2025-01-04 19:10:00 PST,+0+0j
2025-01-04 19:11:00 PST,+0+0j
2025-01-04 19:12:00 PST,+0+0j
2025-01-04 19:13:00 PST,+0+0j
2025-01-04 19:14:00 PST,+0+0j
2025-01-04 19:15:00 PST,+0+0j
2025-01-04 19:16:00 PST,+0+0j
2025-01-04 19:17:00 PST,+0+0j
2025-01-04 19:18:00 PST,+0+0j
2025-01-04 19:19:00 PST,+0+0j
2025-01-04 19:20:00 PST,+0+0j
2025-01-04 19:21:00 PST,+0+0j
2025-01-04 19:22:00 PST,+0+0j
2025-01-04 19:23:00 PST,+0+0j
2025-01-04 19:24:00 PST,+0+0j
2025-01-04 19:25:00 PST,+0+0j
2025-01-04 19:26:00 PST,+0+0j
2025-01-04 19:27:00 PST,+0+0j
2025-01-04 19:28:00 PST,+0+0j
2025-01-04 19:29:00 PST,+0+0j
2025-01-04 19:30:00 PST,+0+0j
2025-01-04 19:31:00 PST,+0+0j
2025-01-04 19:32:00 PST,+0+0j
2025-01-04 19:33:00 PST,+0+0j
2025-01-04 19:34:00 PST,+0+0j
2025-01-04 19:35:00 PST,+0+0j
2025-01-04 19:36:00 PST,+0+0j
2025-01-04 19:37:00 PST,+0+0j
2025-01-04 19:38:00 PST,+0+0j
2025-01-04 19:39:00 PST,+0+0j
2025-01-04 19:40:00 PST,+0+0j
2025-01-04 19:41:00 PST,+0+0j
2025-01-04 19:42:00 PST,+0+0j
2025-01-04 19:43:00 PST,+0+0j
2025-01-04 19:44:00 PST,+0+0j
2025-01-04 19:45:00 PST,+0+0j
2025-01-04 19:46:00 PST,+0+0j
2025-01-04 19:47:00 PST,+0+0j
2025-01-04 19:48:00 PST,+0+0j
2025-01-04 19:49:00 PST,+0+0j
2025-01-04 19:50:00 PST,+0+0j
2025-01-04 19:51:00 PST,+0+0j
2025-01-04 19:52:00 PST,+0+0j
2025-01-04 19:53:00 PST,+0+0j
2025-01-04 19:54:00 PST,+0+0j
2025-01-04 19:55:00 PST,+0+0j
2025-01-04 19:56:00 PST,+0+0j
2025-01-04 19:57:00 PST,+0+0j
2025-01-04 19:58:00 PST,+0+0j
2025-01-04 19:59:00 PST,+0+0j
2025-01-04 20:00:00 PST,+0+0j
2025-01-04 20:01:00 PST,+0+0j
2025-01-04 20:02:00 PST,+0+0j
2025-01-04 20:03:00 PST,+0+0j
2025-01-04 20:04:00 PST,+0+0j
2025-01-04 20:05:00 PST,+0+0j
2025-01-04 20:06:00 PST,+0+0j
2025-01-04 20:07:00 PST,+0+0j
2025-01-04 20:08:00 PST,+0+0j
2025-01-04 20:09:00 PST,+0+0j
2025-01-04 20:10:00 PST,+0+0j
2025-01-04 20:11:00 PST,+0+0j
2025-01-04 20:12:00 PST,+0+0j
2025-01-04 20:13:00 PST,+0+0j
2025-01-04 20:14:00 PST,+0+0j
2025-01-04 20:15:00 PST,+0+0j
2025-01-04 20:16:00 PST,+0+0j
2025-01-04 20:17:00 PST,+0+0j
2025-01-04 20:18:00 PST,+0+0j
2025-01-04 20:19:00 PST,+0+0j
2025-01-04 20:20:00 PST,+0+0j
2025-01-04 20:21:00 PST,+0+0j
2025-01-04 20:22:00 PST,+0+0j
2025-01-04 20:23:00 PST,+0+0j
2025-01-04 20:24:00 PST,+0+0j
2025-01-04 20:25:00 PST,+0+0j
2025-01-04 20:26:00 PST,+0+0j
2025-01-04 20:27:00 PST,+0+0j
2025-01-04 20:28:00 PST,+0+0j
2025-01-04 20:29:00 PST,+0+0j
2025-01-04 20:30:00 PST,+0+0j
2025-01-04 20:31:00 PST,+0+0j
2025-01-04 20:32:00 PST,+0+0j
2025-01-04 20:33:00 PST,+0+0j
2025-01-04 20:34:00 PST,+0+0j
2025-01-04 20:35:00 PST,+0+0j
2025-01-04 20:36:00 PST,+0+0j
2025-01-04 20:37:00 PST,+0+0j
2025-01-04 20:38:00 PST,+0+0j
2025-01-04 20:39:00 PST,+0+0j
2025-01-04 20:40:00 PST,+0+0j
2025-01-04 20:41:00 PST,+0+0j
2025-01-04 20:42:00 PST,+0+0j
2025-01-04 20:43:00 PST,+0+0j
2025-01-04 20:44:00 PST,+0+0j
2025-01-04 20:45:00 PST,+0+0j
2025-01-04 20:46:00 PST,+0+0j
2025-01-04 20:47:00 PST,+0+0j
2025-01-04 20:48:00 PST,+0+0j
2025-01-04 20:49:00 PST,+0+0j
2025-01-04 20:50:00 PST,+0+0j
2025-01-04 20:51:00 PST,+0+0j
2025-01-04 20:52:00 PST,+0+0j
2025-01-04 20:53:00 PST,+0+0j
2025-01-04 20:54:00 PST,+0+0j
2025-01-04 20:55:00 PST,+0+0j
2025-01-04 20:56:00 PST,+0+0j
2025-01-04 20:57:00 PST,+0+0j
2025-01-04 20:58:00 PST,+0+0j
2025-01-04 20:59:00 PST,+0+0j
2025-01-04 21:00:00 PST,+0+0j
2025-01-04 21:01:00 PST,+0+0j
2025-01-04 21:02:00 PST,+0+0j
2025-01-04 21:03:00 PST,+0+0j
2025-01-04 21:04:00 PST,+0+0j
2025-01-04 21:05:00 PST,+0+0j
2025-01-04 21:06:00 PST,+0+0j
2025-01-04 21:07:00 PST,+0+0j
2025-01-04 21:08:00 PST,+0+0j
2025-01-04 21:09:00 PST,+0+0j
2025-01-04 21:10:00 PST,+0+0j
2025-01-04 21:11:00 PST,+0+0j
2025-01-04 21:12:00 PST,+0+0j
2025-01-04 21:13:00 PST,+0+0j
2025-01-04 21:14:00 PST,+0+0j
2025-01-04 21:15:00 PST,+0+0j
2025-01-04 21:16:00 PST,+0+0j
2025-01-04 21:17:00 PST,+0+0j
2025-01-04 21:18:00 PST,+0+0j
2025-01-04 21:19:00 PST,+0+0j
2025-01-04 21:20:00 PST,+0+0j
2025-01-04 21:21:00 PST,+0+0j
2025-01-04 21:22:00 PST,+0+0j
2025-01-04 21:23:00 PST,+0+0j
2025-01-04 21:24:00 PST,+0+0j
2025-01-04 21:25:00 PST,+0+0j
2025-01-04 21:26:00 PST,+0+0j
2025-01-04 21:27:00 PST,+0+0j
2025-01-04 21:28:00 PST,+0+0j
2025-01-04 21:29:00 PST,+0+0j
2025-01-04 21:30:00 PST,+0+0j
2025-01-04 21:31:00 PST,+0+0j
2025-01-04 21:32:00 PST,+0+0j
2025-01-04 21:33:00 PST,+0+0j
2025-01-04 21:34:00 PST,+0+0j
2025-01-04 21:35:00 PST,+0+0j
2025-01-04 21:36:00 PST,+0+0j
2025-01-04 21:37:00 PST,+0+0j
2025-01-04 21:38:00 PST,+0+0j
2025-01-04 21:39:00 PST,+0+0j
2025-01-04 21:40:00 PST,+0+0j
2025-01-04 21:41:00 PST,+0+0j
2025-01-04 21:42:00 PST,+0+0j
2025-01-04 21:43:00 PST,+0+0j
2025-01-04 21:44:00 PST,+0+0j
2025-01-04 21:45:00 PST,+0+0j
2025-01-04 21:46:00 PST,+0+0j
2025-01-04 21:47:00 PST,+0+0j
2025-01-04 21:48:00 PST,+0+0j
2025-01-04 21:49:00 PST,+0+0j
2025-01-04 21:50:00 PST,+0+0j
2025-01-04 21:51:00 PST,+0+0j
2025-01-04 21:52:00 PST,+0+0j
2025-01-04 21:53:00 PST,+0+0j
2025-01-04 21:54:00 PST,+0+0j
2025-01-04 21:55:00 PST,+0+0j
2025-01-04 21:56:00 PST,+0+0j
2025-01-04 21:57:00 PST,+0+0j
2025-01-04 21:58:00 PST,+0+0j
2025-01-04 21:59:00 PST,+0+0j
2025-01-04 22:00:00 PST,+0+0j
2025-01-04 22:01:00 PST,+0+0j
2025-01-04 22:02:00 PST,+0+0j
2025-01-04 22:03:00 PST,+0+0j
2025-01-04 22:04:00 PST,+0+0j
2025-01-04 22:05:00 PST,+0+0j
2025-01-04 22:06:00 PST,+0+0j
2025-01-04 22:07:00 PST,+0+0j
2025-01-04 22:08:00 PST,+0+0j
2025-01-04 22:09:00 PST,+0+0j
2025-01-04 22:10:00 PST,+0+0j
2025-01-04 22:11:00 PST,+0+0j
2025-01-04 22:12:00 PST,+0+0j
2025-01-04 22:13:00 PST,+0+0j
2025-01-04 22:14:00 PST,+0+0j
2025-01-04 22:15:00 PST,+0+0j
2025-01-04 22:16:00 PST,+0+0j
2025-01-04 22:17:00 PST,+0+0j
2025-01-04 22:18:00 PST,+0+0j
2025-01-04 22:19:00 PST,+0+0j
2025-01-04 22:20:00 PST,+0+0j
2025-01-04 22:21:00 PST,+0+0j
2025-01-04 22:22:00 PST,+0+0j
2025-01-04 22:23:00 PST,+0+0j
2025-01-04 22:24:00 PST,+0+0j
2025-01-04 22:25:00 PST,+0+0j
2025-01-04 22:26:00 PST,+0+0j
2025-01-04 22:27:00 PST,+0+0j
2025-01-04 22:28:00 PST,+0+0j
2025-01-04 22:29:00 PST,+0+0j
2025-01-04 22:30:00 PST,+0+0j
2025-01-04 22:31:00 PST,+0+0j
2025-01-04 22:32:00 PST,+0+0j
2025-01-04 22:33:00 PST,+0+0j
2025-01-04 22:34:00 PST,+0+0j
2025-01-04 22:35:00 PST,+0+0j
2025-01-04 22:36:00 PST,+0+0j
2025-01-04 22:37:00 PST,+0+0j
2025-01-04 22:38:00 PST,+0+0j
2025-01-04 22:39:00 PST,+0+0j
2025-01-04 22:40:00 PST,+0+0j
2025-01-04 22:41:00 PST,+0+0j
2025-01-04 22:42:00 PST,+0+0j
2025-01-04 22:43:00 PST,+0+0j
2025-01-04 22:44:00 PST,+0+0j
2025-01-04 22:45:00 PST,+0+0j
2025-01-04 22:46:00 PST,+0+0j
2025-01-04 22:47:00 PST,+0+0j
2025-01-04 22:48:00 PST,+0+0j
2025-01-04 22:49:00 PST,+0+0j
2025-01-04 22:50:00 PST,+0+0j
2025-01-04 22:51:00 PST,+0+0j
2025-01-04 22:52:00 PST,+0+0j
2025-01-04 22:53:00 PST,+0+0j
2025-01-04 22:54:00 PST,+0+0j
2025-01-04 22:55:00 PST,+0+0j
2025-01-04 22:56:00 PST,+0+0j
2025-01-04 22:57:00 PST,+0+0j
2025-01-04 22:58:00 PST,+0+0j
2025-01-04 22:59:00 PST,+0+0j
2025-01-04 23:00:00 PST,+0+0j
2025-01-04 23:01:00 PST,+0+0j
2025-01-04 23:02:00 PST,+0+0j
2025-01-04 23:03:00 PST,+0+0j
2025-01-04 23:04:00 PST,+0+0j
2025-01-04 23:05:00 PST,+0+0j
2025-01-04 23:06:00 PST,+0+0j
2025-01-04 23:07:00 PST,+0+0j
2025-01-04 23:08:00 PST,+0+0j
2025-01-04 23:09:00 PST,+0+0j
2025-01-04 23:10:00 PST,+0+0j
2025-01-04 23:11:00 PST,+0+0j
2025-01-04 23:12:00 PST,+0+0j
2025-01-04 23:13:00 PST,+0+0j
2025-01-04 23:14:00 PST,+0+0j
2025-01-04 23:15:00 PST,+0+0j
2025-01-04 23:16:00 PST,+0+0j
2025-01-04 23:17:00 PST,+0+0j
2025-01-04 23:18:00 PST,+0+0j
2025-01-04 23:19:00 PST,+0+0j
2025-01-04 23:20:00 PST,+0+0j
2025-01-04 23:21:00 PST,+0+0j
2025-01-04 23:22:00 PST,+0+0j
2025-01-04 23:23:00 PST,+0+0j
2025-01-04 23:24:00 PST,+0+0j
2025-01-04 23:25:00 PST,+0+0j
2025-01-04 23:26:00 PST,+0+0j
2025-01-04 23:27:00 PST,+0+0j
2025-01-04 23:28:00 PST,+0+0j
2025-01-04 23:29:00 PST,+0+0j
2025-01-04 23:30:00 PST,+0+0j
2025-01-04 23:31:00 PST,+0+0j
2025-01-04 23:32:00 PST,+0+0j
2025-01-04 23:33:00 PST,+0+0j
2025-01-04 23:34:00 PST,+0+0j
2025-01-04 23:35:00 PST,+0+0j
2025-01-04 23:36:00 PST,+0+0j
2025-01-04 23:37:00 PST,+0+0j
2025-01-04 23:38:00 PST,+0+0j
2025-01-04 23:39:00 PST,+0+0j
2025-01-04 23:40:00 PST,+0+0j
2025-01-04 23:41:00 PST,+0+0j
2025-01-04 23:42:00 PST,+0+0j
2025-01-04 23:43:00 PST,+0+0j
2025-01-04 23:44:00 PST,+0+0j
2025-01-04 23:45:00 PST,+0+0j
2025-01-04 23:46:00 PST,+0+0j
2025-01-04 23:47:00 PST,+0+0j
2025-01-04 23:48:00 PST,+0+0j
2025-01-04 23:49:00 PST,+0+0j
2025-01-04 23:50:00 PST,+0+0j
2025-01-04 23:51:00 PST,+0+0j
2025-01-04 23:52:00 PST,+0+0j
2025-01-04 23:53:00 PST,+0+0j
2025-01-04 23:54:00 PST,+0+0j
2025-01-04 23:55:00 PST,+0+0j
2025-01-04 23:56:00 PST,+0+0j
2025-01-04 23:57:00 PST,+0+0j
2025-01-04 23:58:00 PST,+0+0j
2025-01-04 23:59:00 PST,+0+0j
2025-01-05 00:00:00 PST,+0+0j
2025-01-05 00:01:00 PST,+0+0j
2025-01-05 00:02:00 PST,+0+0j
2025-01-05 00:03:00 PST,+0+0j
2025-01-05 00:04:00 PST,+0+0j
2025-01-05 00:05:00 PST,+0+0j
2025-01-05 00:06:00 PST,+0+0j
2025-01-05 00:07:00 PST,+0+0j
2025-01-05 00:08:00 PST,+0+0j
2025-01-05 00:09:00 PST,+0+0j
2025-01-05 00:10:00 PST,+0+0j
2025-01-05 00:11:00 PST,+0+0j
2025-01-05 00:12:00 PST,+0+0j
2025-01-05 00:13:00 PST,+0+0j
2025-01-05 00:14:00 PST,+0+0j
2025-01-05 00:15:00 PST,+0+0j
2025-01-05 00:16:00 PST,+0+0j
2025-01-05 00:17:00 PST,+0+0j
2025-01-05 00:18:00 PST,+0+0j
2025-01-05 00:19:00 PST,+0+0j
2025-01-05 00:20:00 PST,+0+0j
2025-01-05 00:21:00 PST,+0+0j
2025-01-05 00:22:00 PST,+0+0j
2025-01-05 00:23:00 PST,+0+0j
2025-01-05 00:24:00 PST,+0+0j
2025-01-05 00:25:00 PST,+0+0j
2025-01-05 00:26:00 PST,+0+0j
2025-01-05 00:27:00 PST,+0+0j
2025-01-05 00:28:00 PST,+0+0j
2025-01-05 00:29:00 PST,+0+0j
2025-01-05 00:30:00 PST,+0+0j
2025-01-05 00:31:00 PST,+0+0j
2025-01-05 00:32:00 PST,+0+0j
2025-01-05 00:33:00 PST,+0+0j
2025-01-05 00:34:00 PST,+0+0j
2025-01-05 00:35:00 PST,+0+0j
2025-01-05 00:36:00 PST,+0+0j
2025-01-05 00:37:00 PST,+0+0j
2025-01-05 00:38:00 PST,+0+0j
2025-01-05 00:39:00 PST,+0+0j
2025-01-05 00:40:00 PST,+0+0j
2025-01-05 00:41:00 PST,+0+0j
2025-01-05 00:42:00 PST,+0+0j
2025-01-05 00:43:00 PST,+0+0j
2025-01-05 00:44:00 PST,+0+0j
2025-01-05 00:45:00 PST,+0+0j
2025-01-05 00:46:00 PST,+0+0j
2025-01-05 00:47:00 PST,+0+0j
2025-01-05 00:48:00 PST,+0+0j
2025-01-05 00:49:00 PST,+0+0j
2025-01-05 00:50:00 PST,+0+0j
2025-01-05 00:51:00 PST,+0+0j
2025-01-05 00:52:00 PST,+0+0j
2025-01-05 00:53:00 PST,+0+0j
2025-01-05 00:54:00 PST,+0+0j
2025-01-05 00:55:00 PST,+0+0j
2025-01-05 00:56:00 PST,+0+0j
2025-01-05 00:57:00 PST,+0+0j
2025-01-05 00:58:00 PST,+0+0j
2025-01-05 00:59:00 PST,+0+0j
2025-01-05 01:00:00 PST,+0+0j
2025-01-05 01:01:00 PST,+0+0j
2025-01-05 01:02:00 PST,+0+0j
2025-01-05 01:03:00 PST,+0+0j
2025-01-05 01:04:00 PST,+0+0j
2025-01-05 01:05:00 PST,+0+0j
2025-01-05 01:06:00 PST,+0+0j
2025-01-05 01:07:00 PST,+0+0j
2025-01-05 01:08:00 PST,+0+0j
2025-01-05 01:09:00 PST,+0+0j
2025-01-05 01:10:00 PST,+0+0j
2025-01-05 01:11:00 PST,+0+0j
2025-01-05 01:12:00 PST,+0+0j
2025-01-05 01:13:00 PST,+0+0j
2025-01-05 01:14:00 PST,+0+0j
2025-01-05 01:15:00 PST,+0+0j
2025-01-05 01:16:00 PST,+0+0j
2025-01-05 01:17:00 PST,+0+0j
2025-01-05 01:18:00 PST,+0+0j
2025-01-05 01:19:00 PST,+0+0j
2025-01-05 01:20:00 PST,+0+0j
2025-01-05 01:21:00 PST,+0+0j
2025-01-05 01:22:00 PST,+0+0j
2025-01-05 01:23:00 PST,+0+0j
2025-01-05 01:24:00 PST,+0+0j
2025-01-05 01:25:00 PST,+0+0j
2025-01-05 01:26:00 PST,+0+0j
2025-01-05 01:27:00 PST,+0+0j
2025-01-05 01:28:00 PST,+0+0j
2025-01-05 01:29:00 PST,+0+0j
2025-01-05 01:30:00 PST,+0+0j
2025-01-05 01:31:00 PST,+0+0j
2025-01-05 01:32:00 PST,+0+0j
2025-01-05 01:33:00 PST,+0+0j
2025-01-05 01:34:00 PST,+0+0j
2025-01-05 01:35:00 PST,+0+0j
2025-01-05 01:36:00 PST,+0+0j
2025-01-05 01:37:00 PST,+0+0j
2025-01-05 01:38:00 PST,+0+0j
2025-01-05 01:39:00 PST,+0+0j
2025-01-05 01:40:00 PST,+0+0j
2025-01-05 01:41:00 PST,+0+0j
2025-01-05 01:42:00 PST,+0+0j
2025-01-05 01:43:00 PST,+0+0j
2025-01-05 01:44:00 PST,+0+0j
2025-01-05 01:45:00 PST,+0+0j
2025-01-05 01:46:00 PST,+0+0j
2025-01-05 01:47:00 PST,+0+0j
2025-01-05 01:48:00 PST,+0+0j
2025-01-05 01:49:00 PST,+0+0j
2025-01-05 01:50:00 PST,+0+0j
2025-01-05 01:51:00 PST,+0+0j
2025-01-05 01:52:00 PST,+0+0j
2025-01-05 01:53:00 PST,+0+0j
2025-01-05 01:54:00 PST,+0+0j
2025-01-05 01:55:00 PST,+0+0j
2025-01-05 01:56:00 PST,+0+0j
2025-01-05 01:57:00 PST,+0+0j
2025-01-05 01:58:00 PST,+0+0j
2025-01-05 01:59:00 PST,+0+0j
2025-01-05 02:00:00 PST,+0+0j
2025-01-05 02:01:00 PST,+0+0j
2025-01-05 02:02:00 PST,+0+0j
2025-01-05 02:03:00 PST,+0+0j
2025-01-05 02:04:00 PST,+0+0j
2025-01-05 02:05:00 PST,+0+0j
2025-01-05 02:06:00 PST,+0+0j
2025-01-05 02:07:00 PST,+0+0j
2025-01-05 02:08:00 PST,+0+0j
2025-01-05 02:09:00 PST,+0+0j
2025-01-05 02:10:00 PST,+0+0j
2025-01-05 02:11:00 PST,+0+0j
2025-01-05 02:12:00 PST,+0+0j
2025-01-05 02:13:00 PST,+0+0j
2025-01-05 02:14:00 PST,+0+0j
2025-01-05 02:15:00 PST,+0+0j
2025-01-05 02:16:00 PST,+0+0j
2025-01-05 02:17:00 PST,+0+0j
2025-01-05 02:18:00 PST,+0+0j
2025-01-05 02:19:00 PST,+0+0j
2025-01-05 02:20:00 PST,+0+0j
2025-01-05 02:21:00 PST,+0+0j
2025-01-05 02:22:00 PST,+0+0j
2025-01-05 02:23:00 PST,+0+0j
2025-01-05 02:24:00 PST,+0+0j
2025-01-05 02:25:00 PST,+0+0j
2025-01-05 02:26:00 PST,+0+0j
2025-01-05 02:27:00 PST,+0+0j
2025-01-05 02:28:00 PST,+0+0j
2025-01-05 02:29:00 PST,+0+0j
2025-01-05 02:30:00 PST,+0+0j
2025-01-05 02:31:00 PST,+0+0j
2025-01-05 02:32:00 PST,+0+0j
2025-01-05 02:33:00 PST,+0+0j
2025-01-05 02:34:00 PST,+0+0j
2025-01-05 02:35:00 PST,+0+0j
2025-01-05 02:36:00 PST,+0+0j
2025-01-05 02:37:00 PST,+0+0j
2025-01-05 02:38:00 PST,+0+0j
2025-01-05 02:39:00 PST,+0+0j
2025-01-05 02:40:00 PST,+0+0j
2025-01-05 02:41:00 PST,+0+0j
2025-01-05 02:42:00 PST,+0+0j
2025-01-05 02:43:00 PST,+0+0j
2025-01-05 02:44:00 PST,+0+0j
2025-01-05 02:45:00 PST,+0+0j
2025-01-05 02:46:00 PST,+0+0j
2025-01-05 02:47:00 PST,+0+0j
2025-01-05 02:48:00 PST,+0+0j
2025-01-05 02:49:00 PST,+0+0j
2025-01-05 02:50:00 PST,+0+0j
2025-01-05 02:51:00 PST,+0+0j
2025-01-05 02:52:00 PST,+0+0j
2025-01-05 02:53:00 PST,+0+0j
2025-01-05 02:54:00 PST,+0+0j
2025-01-05 02:55:00 PST,+0+0j
2025-01-05 02:56:00 PST,+0+0j
2025-01-05 02:57:00 PST,+0+0j
2025-01-05 02:58:00 PST,+0+0j
2025-01-05 02:59:00 PST,+0+0j
2025-01-05 03:00:00 PST,+0+0j
2025-01-05 03:01:00 PST,+0+0j
2025-01-05 03:02:00 PST,+0+0j
2025-01-05 03:03:00 PST,+0+0j
2025-01-05 03:04:00 PST,+0+0j
2025-01-05 03:05:00 PST,+0+0j
2025-01-05 03:06:00 PST,+0+0j
2025-01-05 03:07:00 PST,+0+0j
2025-01-05 03:08:00 PST,+0+0j
2025-01-05 03:09:00 PST,+0+0j
2025-01-05 03:10:00 PST,+0+0j
2025-01-05 03:11:00 PST,+0+0j
2025-01-05 03:12:00 PST,+0+0j
2025-01-05 03:13:00 PST,+0+0j
2025-01-05 03:14:00 PST,+0+0j
2025-01-05 03:15:00 PST,+0+0j
2025-01-05 03:16:00 PST,+0+0j
2025-01-05 03:17:00 PST,+0+0j
2025-01-05 03:18:00 PST,+0+0j
2025-01-05 03:19:00 PST,+0+0j
2025-01-05 03:20:00 PST,+0+0j
2025-01-05 03:21:00 PST,+0+0j
2025-01-05 03:22:00 PST,+0+0j
2025-01-05 03:23:00 PST,+0+0j
2025-01-05 03:24:00 PST,+0+0j
2025-01-05 03:25:00 PST,+0+0j
2025-01-05 03:26:00 PST,+0+0j
2025-01-05 03:27:00 PST,+0+0j
2025-01-05 03:28:00 PST,+0+0j
2025-01-05 03:29:00 PST,+0+0j
2025-01-05 03:30:00 PST,+0+0j
2025-01-05 03:31:00 PST,+0+0j
2025-01-05 03:32:00 PST,+0+0j
2025-01-05 03:33:00 PST,+0+0j
2025-01-05 03:34:00 PST,+0+0j
2025-01-05 03:35:00 PST,+0+0j
2025-01-05 03:36:00 PST,+0+0j
2025-01-05 03:37:00 PST,+0+0j
2025-01-05 03:38:00 PST,+0+0j
2025-01-05 03:39:00 PST,+0+0j
2025-01-05 03:40:00 PST,+0+0j
2025-01-05 03:41:00 PST,+0+0j
2025-01-05 03:42:00 PST,+0+0j
2025-01-05 03:43:00 PST,+0+0j
2025-01-05 03:44:00 PST,+0+0j
2025-01-05 03:45:00 PST,+0+0j
2025-01-05 03:46:00 PST,+0+0j
2025-01-05 03:47:00 PST,+0+0j
2025-01-05 03:48:00 PST,+0+0j
2025-01-05 03:49:00 PST,+0+0j
2025-01-05 03:50:00 PST,+0+0j
2025-01-05 03:51:00 PST,+0+0j
2025-01-05 03:52:00 PST,+0+0j
2025-01-05 03:53:00 PST,+0+0j
2025-01-05 03:54:00 PST,+0+0j
2025-01-05 03:55:00 PST,+0+0j
2025-01-05 03:56:00 PST,+0+0j
2025-01-05 03:57:00 PST,+0+0j
2025-01-05 03:58:00 PST,+0+0j
